source_timestamp,destination_timestamp
0.0625,0.0
0.125003,0.0625
0.187503,0.125003
0.250006,0.187503
0.312505,0.250006
0.375007,0.312505
0.437508,0.375007
0.50001,0.437508
0.56251,0.50001
0.62501,0.56251
0.687512,0.62501
0.750013,0.687512
0.812516,0.750013
0.875016,0.812516
0.937517,0.875016
1.000018,0.937517
1.062521,1.000018
1.125022,1.062521
1.187522,1.125022
1.250023,1.187522
1.312524,1.250023
1.375025,1.312524
1.437525,1.375025
1.500027,1.437525
1.562529,1.500027
1.62503,1.562529
1.687531,1.62503
1.750034,1.687531
1.812533,1.750034
1.875034,1.812533
1.937534,1.875034
2.000034,1.937534
2.062536,2.000034
2.125038,2.062536
2.187538,2.125038
2.250038,2.187538
2.312541,2.250038
2.375042,2.312541
2.437544,2.375042
2.500045,2.437544
2.562547,2.500045
2.625047,2.562547
2.687549,2.625047
2.75005,2.687549
2.812552,2.75005
2.875055,2.812552
2.937555,2.875055
3.000061,2.937555
3.06256,3.000061
3.12506,3.06256
3.187564,3.12506
3.250062,3.187564
3.312563,3.250062
3.375064,3.312563
3.437567,3.375064
3.500068,3.437567
3.562569,3.500068
3.62507,3.562569
3.687572,3.62507
3.750073,3.687572
3.812575,3.750073
3.875076,3.812575
3.937579,3.875076
4.000079,3.937579
4.06258,4.000079
4.125082,4.06258
4.187583,4.125082
4.250085,4.187583
4.312587,4.250085
4.375087,4.312587
4.437589,4.375087
4.50009,4.437589
4.562592,4.50009
4.625093,4.562592
4.687595,4.625093
4.750097,4.687595
4.812598,4.750097
4.875099,4.812598
4.937601,4.875099
5.000105,4.937601
5.062604,5.000105
5.125105,5.062604
5.187607,5.125105
5.250108,5.187607
5.31261,5.250108
5.375111,5.31261
5.437613,5.375111
5.500112,5.437613
5.562614,5.500112
5.625114,5.562614
5.687614,5.625114
5.750114,5.687614
5.812615,5.750114
5.875115,5.812615
5.937616,5.875115
6.000117,5.937616
6.062617,6.000117
6.125118,6.062617
6.18762,6.125118
6.250119,6.18762
6.312619,6.250119
6.37512,6.312619
6.437621,6.37512
6.50012,6.437621
6.562622,6.50012
6.625124,6.562622
6.687628,6.625124
6.750126,6.687628
6.812626,6.750126
6.875128,6.812626
6.937627,6.875128
7.000127,6.937627
7.062628,7.000127
7.125128,7.062628
7.187631,7.125128
7.250133,7.187631
7.312634,7.250133
7.375132,7.312634
7.437634,7.375132
7.500134,7.437634
7.562639,7.500134
7.625138,7.562639
7.68764,7.625138
7.750141,7.68764
7.812642,7.750141
7.875143,7.812642
7.937649,7.875143
8.000145,7.937649
8.06265,8.000145
8.125148,8.06265
8.187651,8.125148
8.250153,8.187651
8.312653,8.250153
8.375153,8.312653
8.437653,8.375153
8.500158,8.437653
8.562656,8.500158
8.625159,8.562656
8.687661,8.625159
8.75016,8.687661
8.812661,8.75016
8.875163,8.812661
8.937664,8.875163
9.000166,8.937664
9.062673,9.000166
9.125168,9.062673
9.18767,9.125168
9.250172,9.18767
9.312673,9.250172
9.375174,9.312673
9.437678,9.375174
9.500182,9.437678
9.562682,9.500182
9.625181,9.562682
9.687684,9.625181
9.750184,9.687684
9.812684,9.750184
9.875183,9.812684
9.937686,9.875183
10.000185,9.937686
10.062686,10.000185
10.125187,10.062686
10.187687,10.125187
10.250187,10.187687
10.312689,10.250187
10.375188,10.312689
10.437692,10.375188
10.500191,10.437692
10.562691,10.500191
10.625193,10.562691
10.687695,10.625193
10.750196,10.687695
10.812699,10.750196
10.875199,10.812699
10.937701,10.875199
11.000202,10.937701
11.062704,11.000202
11.125205,11.062704
11.187706,11.125205
11.250207,11.187706
